name,the_geom
Intermarché,POINT (481299.2949917925 5566605.5371341)
Boulanger,POINT (18987.907369917113 6113198.547612894)
Smyths Toys,POINT (19249.949771400064 6113833.185713948)
L'Incroyable,POINT (19588.716008663007 6113310.58612379)
Porcelanosa,POINT (19015.292247649308 6113112.880651938)
Conforama,POINT (19392.249199381276 6113254.347933276)
Aäsgard,POINT (19625.463666027015 6113149.080651901)
Gom+ Motors Car's,POINT (19929.472778864118 6113155.785881849)
Orchestra,POINT (19092.270605600974 6112978.220997162)
Théodore,POINT (19450.775019553002 6112958.909464899)
Equip'Jeux,POINT (19976.902146496635 6112862.447907019)
Home Salons,POINT (19750.192441581163 6113178.844304186)
Cédéo,POINT (19947.204851535742 6112756.073399583)
Bazar avenue,POINT (19229.080406357 6113029.570620801)
,POINT (19747.16172269662 6112757.316757425)
Optical Center,POINT (19826.424814619513 6113013.275608141)
Kiabi,POINT (18969.642743838955 6113525.144418588)
Cuisinella,POINT (19833.527751064303 6112989.950389016)
Maine Carrelage,POINT (19402.092378586964 6112946.6895183455)
Feu Vert,POINT (19728.158426122627 6113237.196434345)
Scary Needle,POINT (19815.159886404737 6113310.6677711615)
Norauto,POINT (18977.027519711868 6113782.373983214)
H&H,POINT (19966.024023183356 6112909.86360037)
,POINT (19769.30852171034 6112723.193561566)
Laurie Lumière,POINT (19177.23214235628 6113453.801307005)
Réparation Poids Lourds et utilitaires,POINT (19280.61447727422 6112752.2488093935)
Darty,POINT (19248.20016640157 6113474.044374592)
Decathlon,POINT (19362.281505361807 6113526.115582764)
France Literie,POINT (19842.304685601346 6112951.750724186)
Frais Malin Déstockage,POINT (19822.428830705143 6113125.534983944)
,POINT (19897.080576500175 6112729.294264058)
NOZ,POINT (19869.92685435851 6112842.626053565)
Poltronesofà,POINT (19612.970580573234 6113260.187737301)
Roche Bobois,POINT (19734.169962962565 6112815.989912687)
Mondial Tissus,POINT (19849.056200331226 6112906.816476146)
Monsieur Meuble,POINT (19773.171653147372 6113119.626884569)
Peugeot,POINT (19419.5650011743 6112761.754297448)
La Halle,POINT (18990.390142848504 6113894.677627363)
Point P,POINT (19583.586455663222 6112622.113523256)
Le Scarabée d'Or,POINT (257022.51470654085 6269983.290676319)
Infiniment gourmand,POINT (257005.60323152787 6270001.631838937)
E.Leclerc Drive,POINT (257155.3646408331 6269470.276204901)
Lidl,POINT (256567.84531860697 6271237.966886515)
Coop' les Bains,POINT (256799.64356429945 6269668.248694413)
Picard,POINT (257824.58981585308 6269390.67973503)
Terrabière,POINT (259057.46515889678 6270791.862821695)
L'Embellie,POINT (259059.9565043858 6270777.538028062)
Reparation ordinateur,POINT (517915.2764834017 5627252.607105944)
Morlanche,POINT (515965.31174759107 5626977.944212391)
Intermarché,POINT (274579.7442208394 6172577.683514439)
Intermarché,POINT (274624.87452052697 6172509.522302992)
Uniferme,POINT (522089.75289254513 5717075.68907429)
Café des Planches,POINT (307850.75673116144 5715595.55257572)
Chèvrerie des Monts Dore,POINT (304805.80548604997 5715918.725965263)
,POINT (54498.83212409902 6335130.080397382)
Votre Marché,POINT (-262076.84322249895 6046473.541922131)
Carrefour Market,POINT (-51810.126497508565 5574352.630666939)
Baguettes & Sortilèges,POINT (-51380.01747765436 5574341.862941202)
Bricomarché,POINT (-51874.84236498277 5574464.461240686)
,POINT (-262042.1119380833 6046435.989039468)
Dafy Moto,POINT (240211.80465714468 6277153.80561174)
Arkaneo,POINT (238145.0941383814 6278908.99308348)
Volkswagen,POINT (242813.932799378 6275208.811156201)
Lidl,POINT (239069.27997146398 6278391.914656186)
Renault (Garage de la gare de Beauchamp),POINT (244333.82080962489 6276121.148924824)
JouéClub,POINT (242367.4433650208 6275609.286118544)
La Halle,POINT (242421.78910833193 6275502.602695913)
JMT Alimentation Animale,POINT (242403.62358961973 6275555.732319613)
Plateforme du Bâtiment,POINT (240490.54372006145 6277204.945197266)
Autobacs,POINT (242298.19290391673 6275629.820726965)
Renault Occasions / Dacia Automobiles,POINT (244307.02837325423 6275996.310083527)
MLC 63,POINT (242119.63875714003 6275728.62645147)
Point P,POINT (242220.81187643245 6275759.333979812)
Tissus des Ursules,POINT (242729.7658380726 6275253.007823352)
Euromaster,POINT (238725.7007356965 6278460.902473318)
Truffaut,POINT (241791.64136743624 6276089.570525087)
Elmo,POINT (242096.15549422064 6275937.646477842)
Fête Sensation,POINT (242107.61624041427 6275759.326381017)
Décor Plus,POINT (240244.29072489293 6277114.742868825)
,POINT (242629.4070970946 6275299.430940785)
Mobalpa,POINT (242526.5464154643 6275418.936226991)
AD CARROSSERIE SARL DETEK AUTOMOBILES,POINT (240258.49249251356 6277096.05021538)
Auchan,POINT (575282.1025599242 6037448.363136627)
Marché aux affaires,POINT (575377.416518705 6037497.054563195)
Tousalon,POINT (242490.7966316359 6275449.15911602)
Magasin Usine SEB,POINT (577465.0509874921 6038310.570040474)
Station-service,POINT (575341.1238104036 6037308.557991606)
Garage de réparation automobile,POINT (578779.6436035585 6037434.46233237)
Fleurs et Compagnie,POINT (577266.3948377664 6038530.494558787)
Gedimat,POINT (765464.3621973335 6166605.364811338)
,POINT (763506.332742689 6167584.808499287)
Aldi,POINT (289645.315348455 5833612.282652998)
Grand Frais,POINT (285815.2772027978 5834559.59780059)
Intermarché,POINT (767388.3997176678 6169938.01895157)
ALDI,POINT (765389.8530678769 6169772.181155374)
Boulangerie Levy,POINT (769652.9713253896 6170159.587572552)
,POINT (769438.2441576694 6170239.565099432)
Garage du Centre,POINT (766689.2311241163 6160129.04999941)
Garage des Jumeaux,POINT (761610.4821723703 6159393.291973557)
Carosserie Mécanique Dauphant,POINT (400115.4226127003 5759379.801325513)
Carosserie Mécanique Dauphant,POINT (400086.23365659785 5759384.577233017)
Carrefour Market,POINT (404402.347382844 5759272.458156231)
Carrefour Market,POINT (404308.593067782 5759167.323303089)
Torres Chocolatier,POINT (269908.0198247077 5254188.499716896)
Expert,POINT (270139.94086273655 5255007.992378025)
Gamm Vert,POINT (270343.19169561117 5255066.681104014)
Spar,POINT (269680.17570952105 5253867.642022607)
Lorena,POINT (269715.69800234045 5253811.964793699)
Point P,POINT (270778.3451444989 5254223.595566435)
Weldom,POINT (270352.18620763934 5255336.306323204)
Le potager pradéen,POINT (269407.086485152 5254045.108645617)
Douce Heure,POINT (270081.6041529346 5253847.171358707)
La Justinette,POINT (269688.36957355373 5253885.820851667)
Pays de L’homme,POINT (270101.8078817015 5253810.7734317)
Demichei,POINT (269747.1313704738 5253841.682225851)
La Foir'Fouille,POINT (271091.7399261342 5254630.457417885)
Manufacture Henri Privat,POINT (271392.1336687101 5254677.485240389)
Modern' Salon,POINT (269790.58747377567 5253733.640300457)
Conflent Matériel Médical,POINT (269756.97694842913 5253828.031869632)
Maga Meubles,POINT (761146.2467333303 6174759.178159063)
NOZ,POINT (761946.7826731687 6174665.562670628)
Technic Auto Services,POINT (231168.02833782084 6255709.92078056)
Mareil Garage,POINT (230906.5906255179 6255360.63731989)
Auchan Supermarché,POINT (230605.64720067894 6255227.150346318)
Car Ouest,POINT (230645.26672905684 6255328.815330419)
Marghi Automobiles,POINT (231231.22622459556 6255650.172382465)
Rucher de la Principauté de Salm,POINT (776178.9235593283 6172089.012004073)
Chez Joyeux,POINT (403627.43949617917 5765140.627157323)
Chauss34,POINT (434800.7547146173 5413125.836336679)
Beauty Success,POINT (-385105.7482809494 6229363.28429569)
Intermarché Super,POINT (299889.79251378466 5894147.704537185)
Intermarché Super,POINT (299982.1197243532 5894119.28147711)
,POINT (-384945.16132235905 6229355.892361189)
Citroën,POINT (390874.9255114717 6016441.295095912)
Lièvre,POINT (391948.6072225401 6017507.899670811)
,POINT (391964.05194634874 6017512.68768665)
rva,POINT (390018.92508877534 6016537.691739571)
richoux location,POINT (389923.27133289026 6016319.42888344)
Amplifon,POINT (391754.37317584245 6017349.65319514)
,POINT (392088.856666038 6017519.864553336)
E. Leclerc,POINT (391822.65534395503 6019933.748148499)
caves de Clamecy,POINT (391812.6386284637 6017490.300279357)
Peugeot,POINT (390540.48789903335 6017010.314545131)
Bi1,POINT (390686.72647980915 6016835.415293784)
Pieces Auto Equipements,POINT (391781.5608099823 6018695.201907598)
,POINT (391851.70461027557 6019665.870373048)
,POINT (391744.8650297823 6018560.053498307)
andre et annie,POINT (391739.0626996298 6017635.035671779)
Weldom,POINT (391070.2291036876 6016563.229234694)
Gedimat Cabia Matériaux,POINT (391725.5684615972 6019002.747517603)
Station Service E.Leclerc,POINT (391681.7386015618 6019770.696066113)
,POINT (391850.1531433075 6017703.972243243)
Eurotyre,POINT (389785.67790166766 6016216.901299045)
France Pare-Brise,POINT (389762.54768867104 6016184.398464097)
Avia,POINT (390641.42787590966 6016979.1578796115)
Boucl'in,POINT (391913.3996863037 6017494.359307113)
,POINT (391859.1485591013 6017451.109929624)
auto meca,POINT (391418.25608624856 6017398.036367817)
,POINT (391880.07059344597 6017473.831143487)
,POINT (391771.60230128135 6019670.088463628)
chez l'houm,POINT (391847.70956318965 6017367.785216799)
capucine,POINT (391825.20526024647 6017713.504158083)
Optic 2000,POINT (392034.5046575266 6017479.282040775)
l'élégence,POINT (391763.1923995001 6017357.923122561)
Audika,POINT (391897.20878150914 6017472.012937398)
au vieu fournil,POINT (392051.0015914671 6017524.932170871)
,POINT (391795.1673784813 6017620.966576808)
optique poulain,POINT (392082.1657898102 6017517.164140807)
café du parc,POINT (391374.4065759772 6017559.767082283)
,POINT (392096.21613544534 6017520.338254349)
capucine,POINT (391830.49421002803 6017705.05783305)
Stéphane Bertrand Sécurité,POINT (392133.63595986785 6017538.529738551)
Parents,POINT (391903.55857345246 6018269.665598762)
Matériaux clamecycois,POINT (390470.37878168316 6016841.835037183)
Faïencerie d'Art de Clamecy R. Colas,POINT (392154.1169848483 6017513.602541763)
aux petites mains,POINT (391849.9545181435 6017390.797264436)
,POINT (249246.6930650269 6298181.947987077)
Pacemaker,POINT (251185.4265889051 6299187.020361671)
Boutique WS maroquinerie,POINT (249052.37275598315 6298081.7395604495)
Carrefour Market,POINT (270182.1767646953 6294886.091501554)
Champion,POINT (267416.3059790006 6295257.227143363)
Station Service,POINT (264200.03636474255 6298091.864465858)
Carrefour Market,POINT (270163.5192308197 6295021.212378405)
Carrefour Market,POINT (264276.2060014355 6298163.407420862)
Y'd Coiff',POINT (839307.958836565 6101890.323516218)
Decathlon,POINT (262765.22696030565 6272005.31573271)
,POINT (263469.97930389614 6272065.599837482)
Auvers Auto,POINT (239707.07699103002 6286946.785147048)
Esprit Cuisine,POINT (697332.0617236563 6216702.237058711)
Bricomarché,POINT (359575.31839449075 5723805.472311565)
Renault,POINT (359630.74490839575 5723647.048061293)
PENNY,POINT (885467.344357113 6282718.148090959)
Friperie Solidaire,POINT (815094.185687163 6069040.606921613)
Distri Center,POINT (-159351.62469134506 6285996.537463938)
Garage D.E.A (Depann Electric Auto),POINT (224950.9580895179 6250913.443625701)
Grand Central,POINT (668696.4733813204 5333223.9557350995)
E.Leclerc Drive,POINT (667913.7809165644 5332633.324399404)
Darty,POINT (667838.0916173058 5332760.100338184)
Cuir center,POINT (668837.0452425135 5332958.499859243)
Leroy Merlin,POINT (668336.8726672664 5333356.5311669605)
Inter Stores,POINT (668495.0679389196 5333313.752316814)
Leroy Merlin,POINT (668103.7053600027 5333123.978708576)
Proxi Super,POINT (661037.8764847287 5337215.123040534)
Centre commercial Grand-Var,POINT (669619.0202095383 5333600.372868564)
Point P,POINT (-154593.46347780523 5414978.7847582605)
Spar,POINT (-159096.35852162025 5412582.0405003065)
Tao Magic Glisse,POINT (-160649.04329077288 5413327.695423185)
Bud Racing,POINT (-154914.33124394398 5414486.033839723)
"Saveurs, épicerie coopérative",POINT (-73049.91117800678 6004857.542047143)
TOP Garage,POINT (305303.8475682846 6366627.494454973)
Garage Méca Express,POINT (275774.8424927155 6274353.461415064)
,POINT (276819.8358324173 6276629.664638113)
Auto Rapide Service,POINT (276927.37853001256 6275248.352834539)
Airport Carrosserie,POINT (275861.22246110695 6274668.747454971)
Mathieu Méca,POINT (277062.8814118681 6275023.076500916)
Centre Commercial les Marquises - Auchan,POINT (238272.3856169831 6311942.983242252)
IKEA,POINT (669153.9911579564 5333586.0195921175)
IKEA,POINT (668914.8558532585 5333241.829135271)
Fleuriste Capucine,POINT (666142.8787440865 5332997.413385557)
Laurie Lumière,POINT (668361.2208493662 5333102.404835208)
XXL Maison,POINT (668311.1606644244 5333091.510850647)
Maison Borreani,POINT (663608.6548228563 5335647.675055046)
Leroy Merlin,POINT (668513.2677680323 5333221.159655623)
Conforama,POINT (669365.4195365437 5333071.588286922)
Lidl,POINT (667967.6722042143 5332952.038542894)
Mondial Tissus,POINT (668286.767788745 5333143.416314638)
Estoril Autos,POINT (253959.69857532403 6275616.448934023)
Grand Frais,POINT (304830.7153404596 6291050.064648151)
Weldom,POINT (304967.15602475905 6291182.5304483315)
Loxam,POINT (305077.0875224418 6291186.68137575)
Lidl,POINT (304911.21726561897 6291327.596231274)
Garage Lvm Autos,POINT (305070.69368499034 6290258.454260936)
,POINT (-263209.3851560904 6093511.410058444)
V and B,POINT (-264853.6613918532 6095339.866490497)
BodemerAuto,POINT (-265657.4402384206 6095460.965272832)
Intermarché,POINT (250376.12211542024 5512971.374263869)
,POINT (-266694.0391553866 6097705.385729229)
Le Hangar,POINT (-267955.4904519634 6096122.201952207)
F3J Urien,POINT (-264070.39180436643 6095519.98521134)
Technique et Maison (Leclerc),POINT (-267628.98514120013 6096656.685894154)
Bricomarché,POINT (-267543.44108215667 6094074.441600689)
Intermarché,POINT (-267543.5748387865 6094192.050014989)
Boulangerie Yannick Morice,POINT (-266375.4291234295 6095357.687857207)
Blanc Brun,POINT (-266550.79156575 6097715.80389204)
E. Leclerc,POINT (-267960.9991335946 6096756.232907953)
Calipage,POINT (-266757.95707391825 6097490.1366591705)
Intermarché,POINT (-267404.6716522852 6094352.464555081)
La Cabane A Vap,POINT (-267252.9637889775 6095715.142729045)
Bonjour,POINT (-263097.3873397147 6093251.740795969)
Bretagne Surplus,POINT (-268098.2419910007 6095952.942297092)
NOZ,POINT (716121.9206077242 6144916.834460725)
Schmidt,POINT (-266764.97712868423 6097554.331102607)
Super U,POINT (-265313.86717947735 6095394.41293621)
E.Leclerc,POINT (-267838.1420653732 6096531.914948585)
Biocoop,POINT (-266002.196620888 6095604.116029189)
Weldom,POINT (-267656.34941768134 6096489.220986268)
Toyota,POINT (-265369.06464947946 6095036.745478523)
E.Leclerc Jardi,POINT (-267732.47690079635 6096844.606241337)
Kiabi,POINT (-267524.39609593694 6096469.651880165)
Point Vert,POINT (-265111.64537808025 6095605.961117648)
ATAC pièces auto,POINT (-265360.88908728503 6095172.352922606)
mercerie bagatelle,POINT (-267361.3314696993 6095655.6990277795)
Intermarché Super,POINT (229489.94322407705 5238461.510437303)
Point P,POINT (232588.64537253007 5235891.892872817)
Beauty Natoly.R,POINT (298388.52470195555 6284017.392439025)
Renault,POINT (568946.5197204152 6028449.211896905)
Confiseur,POINT (569170.2991727836 6027874.377721458)
Lidl,POINT (569273.7487590599 6028895.4495267365)
Leader Price,POINT (568685.4406242183 6026519.165674756)
Pharmacie,POINT (569458.8540429206 6027637.398899253)
Intermarché Super,POINT (569474.8130128377 6028892.110304893)
Garage Des 3 Rivieres,POINT (568842.0790606795 6026685.520489573)
Bricomarché,POINT (569234.4810596221 6028594.605466074)
,POINT (568922.4698385355 6028518.101157106)
,POINT (568931.499238218 6028487.207728079)
Intermarché Hyper,POINT (490686.823915604 5561289.644784567)
Restos du cœur,POINT (568709.9460093747 6027363.345788589)
,POINT (569474.557857843 6027681.285220108)
Carrefour,POINT (344635.2698384573 6556223.093609782)
Boucherie - Charcuterie du Lac,POINT (331511.7991642408 6334234.312028391)
,POINT (331584.35304359003 6333904.090474374)
Monument nationaux,POINT (331699.6107055143 6333724.779106058)
Garage du Lac,POINT (331512.3589111288 6334247.876308179)
Boulangerie Patisserie Bigot,POINT (331542.25474760914 6334086.426373767)
Le Panier Gourmand,POINT (331549.6323373619 6334061.575889348)
Auto Racing,POINT (264480.9339504231 6221466.995120298)
Carros'Orel,POINT (264463.14450826525 6221488.892623208)
Indigo,POINT (263977.01759231335 6222036.34925349)
Aldi,POINT (264551.8374754536 6222134.229244885)
Pompes-Funèbres Arnaud MARIN,POINT (264004.6637963028 6222180.534112819)
Pompes funèbres PLM,POINT (263996.5139694089 6222240.068970674)
Électricité Jean Paté,POINT (264649.45374025137 6221796.504541323)
Intermarché,POINT (262474.8250025291 6223171.266347984)
Speedy,POINT (263879.5797440239 6222364.9095532335)
,POINT (488038.1168430597 5558732.441578883)
Centre Commercial E.Leclerc,POINT (487767.42389978125 5558542.265013049)
